opportunityId,StageID,stage_category,new_opportunity_days,qualified_opp_days,demo_complete_days,proposal_sent_days,pending_signature_days,nurture_days,closed_won_days,closed_lost,origin_date,create_date,start_date,clost_date,Estimated_Contract_Value,Company,Full_License_Count,crm_license_count,ready_only_count,FDC_Needed,total_livecycle,qualification_days_from_start,first_demo_days_from_start,ForeCastCategory,FirmSize,uses_count,lead_sales
963886,12480,open,0,0,0,0,0,0,0,0,2016-04-13 00:00:00.0,2016-04-13 15:14:52.44,2016-04-13 00:00:00.0,2016-07-29 00:00:00.0,3500.0000,Berghammer Construction,0,0,0,false,107,0,14,Best Case,0,2,Reyna
963867,12480,open,0,8,0,0,0,0,0,0,2016-04-13 14:48:59.2,2016-04-13 14:48:59.2,2016-04-14 00:00:00.0,2016-06-30 00:00:00.0,0.0000,Holly and Smith Architects,0,0,0,false,78,0,0,none,0,0,Hughes
963633,12479,open,0,0,0,0,0,0,0,0,2016-04-13 09:47:07.423,2016-04-13 09:47:07.423,,,0.0000,Jamail & Smith Construction,0,0,0,false,0,0,0,none,0,0,
963400,12482,open,0,0,0,0,0,0,0,0,2016-04-12 14:34:47.413,2016-04-12 14:34:47.413,,2016-06-30 00:00:00.0,3360.0000,TDIndustries Upsell,4,0,0,false,79,19,0,Commit,0,0,Veeravalli
963171,12481,open,0,0,26,0,0,0,0,0,2016-04-12 09:49:55.457,2016-04-12 09:49:55.457,2016-04-14 00:00:00.0,2016-06-30 00:00:00.0,15000.0000,Howard Stein Hudson,0,0,0,true,79,0,28,Best Case,0,3,Reyna
961629,12479,open,0,0,0,0,0,0,0,0,2016-04-11 12:37:44.24,2016-04-11 12:37:44.24,2016-05-04 00:00:00.0,,0.0000,Mullin Landscape Associates,0,0,0,false,0,0,0,none,0,0,
961571,12481,open,0,0,1,0,0,0,0,0,2016-04-11 11:35:44.213,2016-04-11 11:35:44.213,2016-04-12 00:00:00.0,2016-06-30 00:00:00.0,4500.0000,Rusk Renovations,0,0,0,false,80,0,8,none,0,2,Reyna
961489,12481,open,0,0,8,0,0,0,0,0,2016-04-11 10:25:18.783,2016-04-11 10:25:18.783,2016-04-13 00:00:00.0,2016-06-30 00:00:00.0,0.0000,Key Glass,0,0,0,false,80,0,8,Best Case,0,0,
961438,12480,open,0,0,0,0,0,0,0,0,2016-04-11 09:32:22.907,2016-04-11 09:32:22.907,,,0.0000,RDH,0,0,0,false,0,0,0,none,0,0,Reyna
961432,12479,open,0,0,0,0,0,0,0,0,2016-04-11 09:21:30.28,2016-04-11 09:21:30.28,,2016-06-30 00:00:00.0,1440.0000,Perkowitz + Ruth Upsell,0,0,0,false,80,0,0,none,0,0,Veeravalli
961176,12480,open,0,0,0,0,0,0,0,0,2016-04-08 00:00:00.0,2016-04-08 14:35:04.36,2016-04-08 00:00:00.0,2016-06-30 00:00:00.0,3500.0000,Kelley Construction Additional Company,0,0,0,false,83,0,0,none,0,0,Hughes
961131,12482,open,0,0,0,1,0,0,0,0,2016-04-08 13:44:13.63,2016-04-08 13:44:13.63,2016-04-20 00:00:00.0,2016-06-30 00:00:00.0,7880.0000,Architectural Resources Group,0,0,0,false,83,0,4,Best Case,0,3,Reyna
960764,12480,open,0,33,0,0,0,0,0,0,2016-04-07 15:55:54.593,2016-04-07 15:55:54.593,2016-05-09 00:00:00.0,2016-06-30 00:00:00.0,0.0000,LKPB Engineers,0,0,0,false,84,0,0,none,0,0,Hughes
960365,12484,open,0,0,0,0,0,60,0,0,2016-04-06 00:00:00.0,2016-04-06 17:45:47.217,2016-04-06 00:00:00.0,2016-09-30 00:00:00.0,4000.0000,Mid City Electric,0,0,0,false,177,0,-78,none,0,0,Hughes
960246,12480,open,0,0,0,0,0,0,0,0,2016-04-06 00:00:00.0,2016-04-06 15:01:09.97,2016-04-06 00:00:00.0,2016-07-31 00:00:00.0,4000.0000,McCree Construction - Led by Blacktip IT,0,0,0,false,116,0,0,none,0,0,Hughes
959827,12481,open,0,0,1,0,0,0,0,0,2016-04-05 17:38:59.897,2016-04-05 17:38:59.897,,,0.0000,"LaRosa Building Group, LLC",0,0,0,false,0,0,0,none,0,0,Hughes
959825,12480,open,0,27,0,0,0,0,0,0,2016-04-05 17:37:49.407,2016-04-05 17:37:49.407,2016-05-03 00:00:00.0,2016-06-30 00:00:00.0,0.0000,"Perez, APC",0,0,0,false,86,0,0,none,0,0,Hughes
959717,12481,open,0,0,0,0,0,0,0,0,2016-04-05 00:00:00.0,2016-04-05 15:16:05.81,2016-04-05 00:00:00.0,2016-06-30 00:00:00.0,0.0000,Hernandez Consulting,0,0,0,false,86,0,7,Pipeline,31-100,0,Hughes
959530,12480,open,0,0,0,0,0,0,0,0,2016-04-05 11:20:28.123,2016-04-05 11:20:28.123,2016-04-06 00:00:00.0,,0.0000,Willmeng Construction,0,0,0,false,0,0,0,none,0,0,Hughes
959464,12480,open,0,0,0,0,0,0,0,0,2016-04-05 09:37:38.627,2016-04-05 09:37:38.627,2016-04-07 00:00:00.0,2016-06-30 00:00:00.0,0.0000,HMMH,0,0,0,false,86,0,65,Best Case,0,0,Reyna
959458,12480,open,0,0,0,0,0,0,0,0,2016-04-05 09:28:46.77,2016-04-05 09:28:46.77,,2016-06-30 00:00:00.0,0.0000,Safetyline Jalousie,0,0,0,false,86,0,0,none,0,0,Reyna
959205,12481,open,0,0,1,0,0,0,0,0,2016-04-04 17:27:42.693,2016-04-04 17:27:42.693,2016-04-08 00:00:00.0,2016-06-30 00:00:00.0,5000.0000,Rotolo Consultants Inc,0,0,0,false,87,0,7,Pipeline,0,2,
959113,12482,open,0,0,1,26,0,0,0,0,2016-04-04 15:37:26.427,2016-04-04 15:37:26.427,2016-04-05 00:00:00.0,2016-06-30 00:00:00.0,6800.0000,"Southern Earth Sciences, Inc.",0,0,0,false,87,0,8,Best Case,0,1,Hughes
959001,12483,open,0,0,0,0,0,0,0,0,2016-04-04 13:21:52.983,2016-04-04 13:21:52.983,,2016-06-30 00:00:00.0,16190.0000,BluSky Restoration,0,0,0,false,87,0,0,Best Case,301-1000,3,Cornish
958756,12480,open,0,3,0,0,0,0,0,0,2016-04-04 09:08:10.723,2016-04-04 09:08:10.723,2016-04-07 00:00:00.0,,0.0000,"GTS Technologies, Inc.",0,0,0,false,0,0,0,none,0,0,Hughes
958588,12482,open,0,0,9,3,0,0,0,0,2016-04-01 15:53:21.433,2016-04-01 15:53:21.433,2016-04-05 00:00:00.0,2016-06-30 00:00:00.0,3440.0000,Sampson Construction,0,0,0,false,90,0,13,Best Case,0,2,Reyna
958197,12482,open,0,0,0,0,0,0,0,0,2016-03-31 17:27:21.563,2016-03-31 17:27:21.563,2016-04-01 00:00:00.0,2016-06-30 00:00:00.0,4160.0000,Patriquin Architects,0,0,0,false,91,0,1,Best Case,0,2,Reyna
958087,12479,open,0,0,0,0,0,0,0,0,2016-03-31 15:03:24.64,2016-03-31 15:03:24.64,,,0.0000,Keystone Construction Corp.,0,0,0,false,0,0,0,none,0,0,
958083,12479,open,0,0,0,0,0,0,0,0,2016-03-31 15:00:25.547,2016-03-31 15:00:25.547,,,0.0000,KieranTimberlake,0,0,0,false,0,0,0,none,0,0,
957584,12481,open,0,0,5,0,0,0,0,0,2016-03-30 15:06:41.347,2016-03-30 15:06:41.347,2016-03-31 00:00:00.0,2016-06-30 00:00:00.0,5000.0000,Edwards Construction,0,0,0,false,92,0,6,none,0,3,Reyna
957561,12481,open,0,0,0,0,0,0,0,0,2016-03-30 00:00:00.0,2016-03-30 14:34:07.577,2016-03-30 00:00:00.0,2017-01-31 00:00:00.0,5000.0000,Tharp Plumbing,0,0,0,false,307,0,2,Pipeline,0,0,Reyna
957544,12481,open,0,0,0,0,0,0,0,0,2016-03-30 14:17:59.72,2016-03-30 14:17:59.72,,2016-06-30 00:00:00.0,6000.0000,KDC Real Estate,0,0,0,false,92,0,0,none,0,0,Hughes
956901,12483,open,0,0,1,0,37,0,0,0,2016-03-29 11:56:12.887,2016-03-29 11:56:12.887,2016-05-31 00:00:00.0,2016-06-30 00:00:00.0,9800.0000,"Construction Testing & Engineering, Inc.",5,5,0,true,93,0,6,Commit,0,3,Reyna
956871,12482,open,0,0,0,0,0,0,0,0,2016-03-29 11:13:33.95,2016-03-29 11:13:33.95,2016-03-30 00:00:00.0,2016-06-30 00:00:00.0,18300.0000,Quandel Enterprises,0,0,0,false,93,0,16,Best Case,0,3,Reyna
956724,12481,open,0,0,0,0,0,0,0,0,2016-03-28 00:00:00.0,2016-03-28 18:38:49.773,2016-03-28 00:00:00.0,2016-06-30 00:00:00.0,4500.0000,OLC,0,0,0,false,94,0,0,none,0,0,Hughes
956449,12479,open,0,0,0,0,0,0,0,0,2016-03-28 13:48:31.353,2016-03-28 13:48:31.353,,,0.0000,Keast & Hood Co.,0,0,0,false,0,0,0,none,0,0,
955796,12483,open,0,0,0,18,44,0,0,0,2016-03-25 00:00:00.0,2016-03-25 11:52:16.673,2016-03-25 00:00:00.0,2016-06-30 00:00:00.0,65000.0000,Moffatt & Nichol,0,0,0,false,97,0,10,Commit,0,3,Hughes
955330,12481,open,0,0,0,0,0,0,0,0,2016-03-24 00:00:00.0,2016-03-24 12:16:39.14,2016-03-24 00:00:00.0,2016-06-30 00:00:00.0,5000.0000,Hogan Construction Group,0,0,0,false,98,0,40,Best Case,0,3,Reyna
955260,12481,open,0,0,4,0,0,0,0,0,2016-03-24 10:39:36.27,2016-03-24 10:39:36.27,2016-03-28 00:00:00.0,2016-06-01 00:00:00.0,5000.0000,"Conley Group, Inc.",0,0,0,false,69,0,39,none,0,3,Reyna
955247,12483,open,0,0,6,0,0,0,0,0,2016-03-24 10:22:40.677,2016-03-24 10:22:40.677,2016-03-30 00:00:00.0,2016-06-30 00:00:00.0,4145.0000,OBrien Architects,3,0,0,true,98,0,7,Commit,0,3,Reyna
954744,12483,open,0,0,21,0,3,0,0,0,2016-03-23 16:47:50.1,2016-03-23 16:47:50.1,2016-04-01 00:00:00.0,2016-06-30 00:00:00.0,2340.0000,JLG Architects Upsell,0,0,0,false,99,0,22,Best Case,31-100,1,Veeravalli
937478,12479,open,0,0,0,0,0,0,0,0,2016-03-23 09:20:04.653,2016-03-23 09:20:04.653,,,0.0000,"Carlin Construction Co., LLC",0,0,0,false,0,0,0,none,0,0,
937357,12480,open,0,13,0,0,0,0,0,0,2016-03-22 17:45:26.657,2016-03-22 17:45:26.657,2016-04-05 00:00:00.0,,0.0000,KAI Design Build,0,0,0,false,0,0,0,none,0,0,Hughes
937349,12481,open,0,0,7,0,0,0,0,0,2016-03-22 17:22:49.693,2016-03-22 17:22:49.693,2016-03-30 00:00:00.0,2016-06-30 00:00:00.0,5000.0000,Studio Hive,0,0,0,false,100,0,21,Best Case,0,3,Hughes
936383,12480,open,0,8,0,0,0,0,0,0,2016-03-21 11:15:44.883,2016-03-21 11:15:44.883,2016-03-29 00:00:00.0,,0.0000,HOLT Architects PC,0,0,0,false,0,0,0,none,0,0,Hughes
936266,12480,open,0,0,0,0,0,0,0,0,2016-03-21 00:00:00.0,2016-03-21 09:12:40.697,2016-03-21 00:00:00.0,,10000.0000,"Hoskin Ryan Consultants, Inc.",0,0,0,false,0,0,0,none,0,0,Hughes
936096,12483,open,0,0,0,0,0,0,0,0,2016-03-18 16:51:12.787,2016-03-18 16:51:12.787,2016-03-30 00:00:00.0,2016-06-30 00:00:00.0,2160.0000,David M. Schwarz Architects reduction,0,0,0,false,104,0,18,Commit,0,3,Rademacher
936046,12484,open,0,0,0,0,0,23,0,0,2016-03-18 15:21:51.04,2016-03-18 15:21:51.04,,,0.0000,Pacific National Group,0,0,0,false,0,0,0,none,0,0,Reyna
935896,12481,open,0,0,0,0,0,0,0,0,2016-03-18 11:20:34.527,2016-03-18 11:20:34.527,2016-03-30 00:00:00.0,2016-06-30 00:00:00.0,5000.0000,Project Management Advisors,0,0,0,false,104,0,3,none,0,2,Reyna
935786,12483,open,0,0,0,0,0,0,0,0,2016-03-18 01:36:13.893,2016-03-18 01:36:13.893,2016-04-20 00:00:00.0,2016-06-30 00:00:00.0,1440.0000,Starcon/Cianbro Upsell,0,0,0,false,104,0,33,Commit,101-300,2,Cornish
935211,12481,open,0,0,6,0,0,0,0,0,2016-03-16 16:21:15.473,2016-03-16 16:21:15.473,2016-03-30 00:00:00.0,2016-07-29 00:00:00.0,12600.0000,Fisher Tank Company,0,0,0,false,135,0,21,none,0,3,Reyna
935055,12479,open,0,0,0,0,0,0,0,0,2016-03-16 13:01:08.04,2016-03-16 13:01:08.04,,,0.0000,Synthesis Incorporated,0,0,0,false,0,0,0,none,0,0,
935010,12481,open,0,0,26,0,0,0,0,0,2016-03-16 11:54:11.793,2016-03-16 11:54:11.793,2016-03-31 00:00:00.0,2016-06-30 00:00:00.0,7500.0000,Lavallee Brensinger Architects,0,0,0,false,106,0,29,none,0,1,Reyna
934232,12481,open,0,0,0,0,0,0,0,0,2016-03-14 16:17:02.75,2016-03-14 16:17:02.75,2016-03-30 00:00:00.0,2016-09-30 00:00:00.0,4000.0000,Robert Allan Ltd.,0,0,0,false,200,0,4,none,0,3,Reyna
933954,12484,open,0,0,3,0,0,28,0,0,2016-03-14 11:12:43.063,2016-03-14 11:12:43.063,2016-04-29 00:00:00.0,,5000.0000,"Terracon Consultants, Inc. - Columbus, Ohio office",0,0,0,false,0,0,9,none,0,3,Reyna
933332,12480,open,0,11,0,0,0,0,0,0,2016-03-11 10:56:02.75,2016-03-11 10:56:02.75,2016-04-30 00:00:00.0,,3800.0000,Fulcrum Construction,0,0,0,false,0,0,0,none,0,0,Hughes
932799,12479,open,0,0,0,0,0,0,0,0,2016-03-10 12:50:45.02,2016-03-10 12:50:45.02,,,0.0000,"inici group, Inc.",0,0,0,false,0,0,0,none,0,0,
932637,12481,open,0,0,7,0,0,0,0,0,2016-03-10 09:12:26.08,2016-03-10 09:12:26.08,2016-03-18 00:00:00.0,2016-06-30 00:00:00.0,10000.0000,"HydroGeoLogic, Inc.",0,0,0,false,112,0,13,none,0,3,Reyna
932243,12481,open,0,27,1,0,0,0,0,0,2016-03-09 16:52:03.9,2016-03-09 16:52:03.9,2016-04-06 00:00:00.0,2016-06-30 00:00:00.0,4000.0000,Erland Construction Inc,0,0,0,false,113,0,76,none,0,0,Hughes
932045,12480,open,0,0,0,0,0,0,0,0,2016-03-09 13:12:13.027,2016-03-09 13:12:13.027,,2016-07-29 00:00:00.0,0.0000,Penn Environmental & Remediation,0,0,0,false,142,0,0,none,0,0,Reyna
931795,12484,open,0,0,0,0,0,0,0,0,2016-03-09 09:43:01.427,2016-03-09 09:43:01.427,,,0.0000,Mac Construction and Excavating,0,0,0,false,0,0,0,none,0,0,Reyna
931613,12481,open,0,2,9,0,0,0,0,0,2016-03-08 16:26:41.493,2016-03-08 16:26:41.493,2016-03-11 00:00:00.0,2016-06-30 00:00:00.0,5000.0000,Hollister Construction Services,0,0,0,false,114,0,10,none,0,0,Hughes
931579,12479,open,0,0,0,0,0,0,0,0,2016-03-08 15:53:28.403,2016-03-08 15:53:28.403,,,0.0000,Holabird & Root,0,0,0,false,0,0,0,none,0,0,
931552,12479,open,0,0,0,0,0,0,0,0,2016-03-08 15:27:54.67,2016-03-08 15:27:54.67,,,0.0000,"Commercial Electronic Systems, Inc",0,0,0,false,0,0,0,none,0,0,
930073,12480,open,0,0,0,0,0,0,0,0,2016-03-04 00:00:00.0,2016-03-04 12:22:03.19,2016-03-04 00:00:00.0,2016-07-29 00:00:00.0,4000.0000,"Composite Cooling Solutions, LP",0,0,0,false,147,0,0,none,0,0,Reyna
930035,12481,open,0,0,3,0,0,0,0,0,2016-03-04 11:39:21.597,2016-03-04 11:39:21.597,2016-03-30 00:00:00.0,2016-06-30 00:00:00.0,4000.0000,Sphere-E,0,0,0,false,118,0,4,none,0,0,
929855,12481,open,0,0,0,0,0,0,0,0,2016-03-03 00:00:00.0,2016-03-03 17:55:41.483,2016-03-03 00:00:00.0,2016-06-30 00:00:00.0,3000.0000,Arkel Constructors,0,0,0,false,119,0,0,none,0,0,Hughes
929787,12480,open,0,4,0,0,0,0,0,0,2016-03-03 16:19:15.857,2016-03-03 16:19:15.857,2016-03-10 00:00:00.0,,0.0000,Forrec Ltd.,0,0,0,false,0,0,0,none,0,0,Hughes
929715,12484,open,0,0,0,0,0,4,0,0,2016-03-03 14:53:45.97,2016-03-03 14:53:45.97,,,0.0000,"GLOBAL SANCHEZ, INC",0,0,0,false,0,0,0,none,0,0,Hughes
929589,12484,open,0,0,0,0,0,89,0,0,2016-03-03 12:35:26.03,2016-03-03 12:35:26.03,,,0.0000,"Green Building Services, Inc.",0,0,0,false,0,0,0,none,0,0,
929529,12479,open,0,0,0,0,0,0,0,0,2016-03-03 11:14:40.637,2016-03-03 11:14:40.637,,,0.0000,Gray Construction,0,0,0,false,0,0,0,none,0,0,
929452,12482,open,0,0,0,0,0,0,0,0,2016-03-03 10:05:02.787,2016-03-03 10:05:02.787,,2016-06-30 00:00:00.0,1700.0000,Rudolph Libbe (663) CGC/Cosential Financial Data Connector [NEW 2016],0,0,0,false,119,0,0,none,0,0,Veeravalli
927787,12480,open,0,84,0,0,0,0,0,0,2016-02-29 09:27:13.303,2016-02-29 09:27:13.303,2016-05-16 00:00:00.0,2016-06-30 00:00:00.0,0.0000,"David Boland, Inc.",0,0,0,false,122,0,0,none,0,0,Hughes
927627,12481,open,0,0,4,0,0,0,0,0,2016-02-26 17:16:09.863,2016-02-26 17:16:09.863,2016-02-29 00:00:00.0,2016-06-30 00:00:00.0,5000.0000,Jeffrey DeMure + Associeates Architects Planners,0,0,0,false,125,0,25,Best Case,0,2,Reyna
927534,12482,open,0,0,73,0,0,0,0,0,2016-02-26 15:25:52.407,2016-02-26 15:25:52.407,2016-03-30 00:00:00.0,2016-06-30 00:00:00.0,10000.0000,"Cambridge Companies, Inc.",0,0,0,false,125,0,73,Best Case,0,3,Reyna
926738,12482,open,0,0,11,0,0,0,0,0,2016-02-25 15:23:43.693,2016-02-25 15:23:43.693,2016-02-26 00:00:00.0,2016-07-29 00:00:00.0,7555.0000,Vannoy Construction,2,6,2,true,155,0,15,Commit,0,3,Reyna
926405,12482,open,0,0,5,42,0,0,0,0,2016-02-25 11:08:14.553,2016-02-25 11:08:14.553,2016-02-26 00:00:00.0,2016-06-30 00:00:00.0,5760.0000,di Domenico + Partners,0,0,0,true,126,0,14,Best Case,0,3,Reyna
925425,12481,open,0,0,0,0,0,0,0,0,2016-02-23 14:10:39.09,2016-02-23 14:10:39.09,2016-02-29 00:00:00.0,2016-06-30 00:00:00.0,10000.0000,"Teichert & Son, Inc.",0,0,0,false,128,0,7,Best Case,0,3,Reyna
925344,12481,open,0,0,7,0,0,0,0,0,2016-02-23 12:08:24.917,2016-02-23 12:08:24.917,2016-02-29 00:00:00.0,2016-06-30 00:00:00.0,0.0000,Brandt,0,0,0,false,128,0,56,none,0,0,Reyna
925296,12479,open,0,0,0,0,0,0,0,0,2016-02-23 11:29:57.753,2016-02-23 11:29:57.753,,,0.0000,Earth Engineering,0,0,0,false,0,0,0,none,0,0,
925227,12479,open,0,0,0,0,0,0,0,0,2016-02-23 10:08:14.607,2016-02-23 10:08:14.607,,,0.0000,E&C Engineers & Consultants,0,0,0,false,0,0,0,none,0,0,Reyna
925101,12481,open,0,0,7,0,0,0,0,0,2016-02-22 18:00:22.743,2016-02-22 18:00:22.743,2016-02-24 00:00:00.0,,4000.0000,level 3 construction,0,0,0,false,0,0,0,none,0,0,Hughes
924905,12479,open,0,0,0,0,0,0,0,0,2016-02-22 15:00:44.407,2016-02-22 15:00:44.407,,,0.0000,CPI Group,0,0,0,false,0,0,0,none,0,0,
924894,12481,open,0,1,0,0,0,0,0,0,2016-02-22 14:47:07.75,2016-02-22 14:47:07.75,2016-02-23 00:00:00.0,2016-08-31 00:00:00.0,5000.0000,Patrick Engineering,0,0,0,false,191,0,18,Pipeline,0,0,Hughes
924696,12484,open,0,0,0,0,0,0,0,0,2016-02-22 11:28:03.57,2016-02-22 11:28:03.57,,,0.0000,DESMAN Associates,0,0,0,false,0,0,0,none,0,0,Reyna
924693,12480,open,0,8,0,0,0,0,0,0,2016-02-22 11:26:03.12,2016-02-22 11:26:03.12,2016-03-01 00:00:00.0,,0.0000,"Diggs Construction, LLC",0,0,0,false,0,0,0,none,0,0,Hughes
924425,12481,open,0,0,25,0,0,0,0,0,2016-02-19 17:04:22.76,2016-02-19 17:04:22.76,2016-02-23 00:00:00.0,2016-06-30 00:00:00.0,4500.0000,Cyntergy AEC,0,0,0,false,132,0,11,none,0,2,Reyna
923680,12482,open,0,0,4,0,0,0,0,0,2016-02-18 15:47:22.117,2016-02-18 15:47:22.117,2016-02-26 00:00:00.0,2016-06-30 00:00:00.0,9280.0000,Architects Alaska,0,0,0,false,133,0,4,Best Case,0,3,Reyna
923364,12481,open,0,0,7,0,0,0,0,0,2016-02-18 09:39:34.89,2016-02-18 09:39:34.89,2016-02-28 00:00:00.0,2016-06-30 00:00:00.0,10000.0000,"CEI Engineering Associates, Inc.",0,0,0,false,133,0,6,Best Case,0,0,Reyna
923169,12479,open,41,0,0,0,0,0,0,0,2016-02-17 16:44:48.81,2016-02-17 16:44:48.81,,,0.0000,Converse Consultants,0,0,0,false,0,0,0,none,0,0,
922900,12480,open,0,20,0,0,0,0,0,0,2016-02-17 11:25:01.537,2016-02-17 11:25:01.537,2016-03-08 00:00:00.0,2016-08-31 00:00:00.0,0.0000,"Ascent Environmental, Inc.",0,0,0,false,196,0,0,none,0,0,Hughes
922637,12479,open,0,0,0,0,0,0,0,0,2016-02-16 16:20:19.617,2016-02-16 16:20:19.617,,,0.0000,Mystery Project #22,0,0,0,false,0,0,0,none,0,0,
922627,12481,open,0,0,0,0,0,0,0,0,2016-02-16 16:12:13.303,2016-02-16 16:12:13.303,,,100000.0000,Desert Island Hut & Fire Pit,0,0,0,false,0,0,0,none,0,0,
922612,12481,open,0,0,0,0,0,0,0,0,2016-02-16 15:48:03.763,2016-02-16 15:48:03.763,2016-04-29 00:00:00.0,2016-06-30 00:00:00.0,30000.0000,"Crawford, Murphy & Tilly",0,0,0,false,135,0,1,none,1-30,0,
921680,12484,open,0,0,0,0,0,100,0,0,2016-02-15 15:26:54.597,2016-02-15 15:26:54.597,2016-02-18 00:00:00.0,2016-06-30 00:00:00.0,6000.0000,Nickle Electrical Co.,0,0,0,false,136,0,0,none,0,0,Hughes
921648,12481,open,0,0,3,0,0,0,0,0,2016-02-15 00:00:00.0,2016-02-15 14:48:17.65,2016-02-15 00:00:00.0,2016-06-30 00:00:00.0,8000.0000,Sazan Group,0,0,0,false,136,0,3,none,0,0,Reyna
921493,12479,open,0,0,0,0,0,0,0,0,2016-02-15 00:00:00.0,2016-02-15 10:58:02.833,2016-02-15 00:00:00.0,,0.0000,DPS,0,0,0,false,0,0,0,none,0,0,Reyna
920735,12481,open,0,0,0,0,0,0,0,0,2016-02-12 00:00:00.0,2016-02-12 09:48:22.413,2016-02-12 00:00:00.0,2016-07-29 00:00:00.0,5000.0000,Broccolini,0,0,0,false,168,0,14,none,0,0,Reyna
920619,12484,open,0,0,0,0,0,102,0,0,2016-02-11 17:15:56.36,2016-02-11 17:15:56.36,,,0.0000,Brexton Construction LLC,0,0,0,false,0,0,0,none,0,0,Meadows
920617,12479,open,96,0,0,0,0,0,0,0,2016-02-11 00:00:00.0,2016-02-11 17:07:29.163,2016-02-11 00:00:00.0,2016-06-30 00:00:00.0,4680.0000,Ehret Construction Company,0,0,0,false,140,0,0,none,0,0,Rademacher
919919,12480,open,0,13,0,0,0,0,0,0,2016-02-10 13:48:53.657,2016-02-10 13:48:53.657,2016-02-23 00:00:00.0,2016-06-30 00:00:00.0,7000.0000,Bassetti Architects,0,0,0,false,141,0,0,none,0,0,Hughes
919614,12479,open,0,0,0,0,0,0,0,0,2016-02-09 17:35:45.06,2016-02-09 17:35:45.06,,2016-06-30 00:00:00.0,2000.0000,E.E. Reed Upsell,0,0,0,false,142,0,0,none,0,0,Veeravalli (dupe)
919350,12482,open,0,0,16,0,0,0,0,0,2016-02-09 12:42:04.887,2016-02-09 12:42:04.887,2016-02-16 00:00:00.0,2016-06-30 00:00:00.0,8520.0000,Warfel Construction,0,0,0,false,142,0,16,Best Case,0,0,Reyna
918851,12479,open,0,0,0,0,0,0,0,0,2016-02-08 13:08:57.113,2016-02-08 13:08:57.113,,,0.0000,ABC Supply Co Re-Connect,0,0,0,false,0,0,0,none,0,0,
918807,12482,open,0,0,0,0,0,0,0,0,2016-02-08 00:00:00.0,2016-02-08 12:12:01.08,2016-02-08 00:00:00.0,2016-06-30 00:00:00.0,7560.0000,Lifescapes International,0,0,0,false,143,0,22,Best Case,0,3,Reyna
918790,12480,open,0,0,0,0,0,0,0,0,2016-02-08 11:52:14.23,2016-02-08 11:52:14.23,2016-04-04 00:00:00.0,2016-06-30 00:00:00.0,0.0000,AACE Consulting Engineers,0,0,0,false,143,0,0,none,0,0,Hughes
918643,12481,open,0,0,1,0,0,0,0,0,2016-02-08 09:35:18.133,2016-02-08 09:35:18.133,2016-02-09 00:00:00.0,2016-06-30 00:00:00.0,4500.0000,Key Construction,0,0,0,false,143,0,0,none,0,0,Hughes
918175,12481,open,0,0,3,0,0,0,0,0,2016-02-05 15:54:46.153,2016-02-05 15:54:46.153,2016-02-08 00:00:00.0,2016-06-30 00:00:00.0,5000.0000,"Baskerville-Donovan, Inc.",0,0,0,false,146,0,0,none,0,0,Hughes
918155,12484,open,0,0,0,0,0,32,0,0,2016-02-05 15:37:56.25,2016-02-05 15:37:56.25,,,0.0000,3North,0,0,0,false,0,0,0,none,0,0,Meadows
917452,12481,open,0,0,0,0,0,0,0,0,2016-02-04 00:00:00.0,2016-02-04 10:44:40.99,2016-02-04 00:00:00.0,2016-07-29 00:00:00.0,6000.0000,Bay City Boiler & Engineering Co.,0,0,0,false,176,0,6,none,0,0,Hughes
916743,12481,open,0,0,1,0,0,0,0,0,2016-02-02 15:53:35.48,2016-02-02 15:53:35.48,2016-02-03 00:00:00.0,2016-06-30 00:00:00.0,6000.0000,Thrasher,0,0,0,false,149,0,0,none,0,0,Hughes
914719,12484,open,0,0,0,39,0,42,0,0,2016-01-28 09:01:41.927,2016-01-28 09:01:41.927,2016-01-31 00:00:00.0,,2000.0000,Arcadis - Canada Expansion,0,0,0,false,0,0,0,none,0,0,Hughes
914636,12481,open,0,0,7,0,0,0,0,0,2016-01-27 17:27:10.24,2016-01-27 17:27:10.24,2016-01-31 00:00:00.0,2016-06-30 00:00:00.0,4500.0000,FDC Construction & Fitout Pty Ltd,0,0,0,false,155,0,0,none,0,0,Reyna
913542,12482,open,0,0,0,0,0,0,0,0,2016-01-25 14:21:25.747,2016-01-25 14:21:25.747,,2016-06-30 00:00:00.0,15000.0000,WE O'Neil Additional Seats,0,0,0,false,157,0,0,none,1001+,3,Cornish
912781,12484,open,0,0,0,0,0,80,0,0,2016-01-21 16:43:59.497,2016-01-21 16:43:59.497,,,0.0000,Dougherty + Dougherty,0,0,0,false,0,0,0,none,0,0,Reyna
912597,12480,open,0,0,0,0,0,0,0,0,2016-01-21 13:35:38.253,2016-01-21 13:35:38.253,2016-04-29 00:00:00.0,2016-07-29 00:00:00.0,0.0000,"Water Systems Consulting, Inc.",0,0,0,false,190,0,0,none,0,0,Reyna
912533,12481,open,0,0,0,0,0,0,0,0,2016-01-21 12:44:48.74,2016-01-21 12:44:48.74,,2016-06-30 00:00:00.0,7200.0000,Manson Construction Co. Upsell,3,0,10,false,161,0,0,none,0,0,Veeravalli
912510,12484,open,0,0,0,0,0,0,0,0,2016-01-21 12:22:35.287,2016-01-21 12:22:35.287,,,0.0000,Barker Structural,0,0,0,false,0,0,0,none,0,0,Reyna
