opportunityId,StageID,stage_category,new_opportunity_days,qualified_opp_days,demo_complete_days,proposal_sent_days,pending_signature_days,nurture_days,closed_won_days,closed_lost,origin_date,create_date,start_date,clost_date,Estimated_Contract_Value,Company,Full_License_Count,crm_license_count,ready_only_count,FDC_Needed,total_livecycle,qualification_days_from_start,first_demo_days_from_start,ForeCastCategory,FirmSize,uses_count,lead_sales
916964,7,won,0,0,0,4,0,0,0,0,2016-02-03 00:00:00.0,2016-02-03 10:30:45.737,2016-02-03 00:00:00.0,2016-02-22 00:00:00.0,3540.0000,"MB Contractors, Inc.",0,0,0,false,19,0,0,none,0,2,
916957,7,won,0,0,0,0,0,0,0,0,2016-02-03 10:21:45.9,2016-02-03 10:21:45.9,,2016-03-31 00:00:00.0,1440.0000,IMC Construction Upsell,1,0,0,false,57,0,0,none,0,0,Veeravalli
916942,7,won,0,0,1,3,0,0,0,0,2016-02-03 10:04:45.627,2016-02-03 10:04:45.627,2016-02-04 00:00:00.0,2016-03-29 00:00:00.0,10040.0000,Russell Standard Corp.,0,0,0,false,55,0,0,none,0,2,Hughes
916716,7,won,0,0,0,0,0,0,0,0,2016-02-02 15:07:23.43,2016-02-02 15:07:23.43,,2016-03-31 00:00:00.0,720.0000,Freese and Nichols Upsell,1,0,0,false,58,0,0,none,0,0,Veeravalli
916711,11,lost,0,0,0,0,0,0,0,49,2016-02-02 15:01:25.603,2016-02-02 15:01:25.603,,2016-03-31 00:00:00.0,2880.0000,CEI Architecture Upsell,4,0,0,false,58,0,0,none,0,0,Veeravalli
916587,7,won,0,0,0,0,0,0,0,0,2016-02-02 12:51:24.643,2016-02-02 12:51:24.643,,2016-03-29 00:00:00.0,1440.0000,"Bernardin, Lochmueller and Associates Upsell",2,0,0,false,56,0,0,none,0,0,Veeravalli
916579,11,lost,0,0,0,0,0,0,0,50,2016-02-02 12:44:26.76,2016-02-02 12:44:26.76,,2016-03-31 00:00:00.0,720.0000,Albert Kahn Upsell,1,0,0,false,58,0,0,none,0,0,Veeravalli
916570,7,won,0,0,0,0,0,0,0,0,2016-02-02 12:40:00.72,2016-02-02 12:40:00.72,,2016-03-31 00:00:00.0,720.0000,Joeris Upsell,1,0,0,false,58,0,0,none,0,0,Veeravalli
916171,7,won,0,0,0,0,0,0,0,0,2016-02-01 17:13:20.383,2016-02-01 17:13:20.383,,2016-01-31 00:00:00.0,180.0000,JB Henderson Upsell,1,0,0,false,-1,0,0,none,0,0,Veeravalli
915867,11,lost,0,0,0,0,0,0,0,0,2016-02-01 11:54:01.88,2016-02-01 11:54:01.88,,2016-03-31 00:00:00.0,6480.0000,Hunt Companies Upsell,9,0,0,false,59,0,0,none,0,0,Veeravalli
915855,7,won,0,0,2,32,0,0,0,0,2016-02-01 11:44:54.7,2016-02-01 11:44:54.7,2016-02-03 00:00:00.0,2016-03-31 00:00:00.0,23220.0000,MTech Mechanical,0,0,0,false,59,0,0,none,0,3,Hughes
915849,7,won,0,0,2,0,19,0,0,0,2016-02-01 00:00:00.0,2016-02-01 11:34:41.313,2016-02-01 00:00:00.0,2016-02-29 00:00:00.0,3960.0000,MGAC,0,0,0,false,28,0,0,none,0,1,Hughes
915800,7,won,0,0,0,0,0,0,0,0,2016-02-01 10:51:21.363,2016-02-01 10:51:21.363,2016-02-03 00:00:00.0,2016-03-02 00:00:00.0,13500.0000,B&I Contractors,0,0,0,false,30,0,0,none,101-300,2,Hughes
915142,7,won,0,0,0,0,0,0,0,0,2016-01-28 17:45:49.657,2016-01-28 17:45:49.657,,2016-03-31 00:00:00.0,720.0000,Rider Levett Bucknall Upsell,1,0,0,false,63,0,0,none,0,1,Veeravalli
915110,9,lost,0,32,6,0,0,0,0,0,2016-01-28 17:09:15.873,2016-01-28 17:09:15.873,2016-02-03 00:00:00.0,2016-03-31 00:00:00.0,5000.0000,Lear Construction Management Limited,0,0,0,false,63,0,0,none,0,0,
914319,7,won,0,0,0,0,0,0,0,0,2016-01-27 10:45:32.693,2016-01-27 10:45:32.693,,2016-02-26 00:00:00.0,15120.0000,Helix Electric Upsell,21,0,0,false,30,0,0,none,0,3,Veeravalli
914255,7,won,0,0,13,0,85,0,0,0,2016-01-27 09:35:28.617,2016-01-27 09:35:28.617,2016-01-31 00:00:00.0,2016-05-31 00:00:00.0,3000.0000,Steele & Freeman,1,2,0,false,125,0,28,Commit,0,3,Reyna
913908,7,won,0,0,0,0,0,0,0,0,2016-01-26 11:22:04.353,2016-01-26 11:22:04.353,2016-03-31 00:00:00.0,2016-02-24 00:00:00.0,550.0000,Ivey Mechanical Upsell,1,0,0,false,29,0,0,none,0,2,Veeravalli
913650,7,won,0,0,0,0,41,0,0,0,2016-01-25 16:51:28.873,2016-01-25 16:51:28.873,2016-03-31 00:00:00.0,2016-04-06 00:00:00.0,4250.0000,Outside The Lines,0,0,0,false,72,0,0,none,0,3,Hughes
912501,7,won,0,0,0,45,0,0,0,0,2016-01-21 12:14:17.167,2016-01-21 12:14:17.167,2016-01-31 00:00:00.0,2016-04-20 00:00:00.0,8160.0000,"Roeslein & Associates, Inc.",0,0,0,false,90,0,-8,Commit,0,3,Hughes
912281,7,won,0,0,0,18,13,0,0,0,2016-01-20 17:26:44.017,2016-01-20 17:26:44.017,2016-01-31 00:00:00.0,2016-02-29 00:00:00.0,6220.0000,AKS Engineering,0,0,0,false,40,0,0,none,0,1,Hughes
911763,7,won,0,0,0,0,0,0,0,0,2016-01-19 18:19:31.023,2016-01-19 18:19:31.023,,2016-01-19 00:00:00.0,15000.0000,Initial Implementation A&P,0,0,0,false,0,0,0,none,1001+,3,Cornish
911376,7,won,0,0,0,0,0,0,0,0,2016-01-19 10:46:11.95,2016-01-19 10:46:11.95,,2016-02-23 00:00:00.0,2880.0000,Paul J. Ford & Company - Structural Engineers Upsell,4,0,0,false,35,0,0,none,0,1,Veeravalli
911368,7,won,0,0,0,0,0,0,0,0,2016-01-19 10:40:12.09,2016-01-19 10:40:12.09,,2016-02-09 00:00:00.0,2940.0000,"VMDO Architects, P.C. Upsell",0,0,0,false,21,0,0,none,0,1,Veeravalli
910839,7,won,0,0,0,0,0,0,0,0,2016-01-18 10:52:13.98,2016-01-18 10:52:13.98,,2016-02-09 00:00:00.0,1440.0000,"Gray & Pape, Inc. Upsell",2,0,0,false,22,0,0,none,0,1,Veeravalli
910343,7,won,0,0,0,0,24,0,0,0,2016-01-15 11:27:58.74,2016-01-15 11:27:58.74,2016-01-31 00:00:00.0,2016-03-28 00:00:00.0,6380.0000,BBL Campus Facilities,0,0,0,false,73,0,10,none,0,2,Reyna
909220,9,lost,0,0,0,0,0,0,28,0,2016-01-13 10:43:19.91,2016-01-13 10:43:19.91,2016-01-31 00:00:00.0,2016-02-29 00:00:00.0,5000.0000,Oz Directional Drilling,0,0,0,false,47,0,0,none,0,0,Reyna
907706,7,won,0,0,0,0,0,0,0,0,2016-01-08 13:07:41.277,2016-01-08 13:07:41.277,2016-01-31 00:00:00.0,2016-01-31 00:00:00.0,3160.0000,Glumac,0,0,0,false,23,0,0,none,0,1,Hughes
906824,7,won,0,0,7,0,0,0,0,0,2016-01-07 16:03:16.36,2016-01-07 16:03:16.36,2016-01-31 00:00:00.0,2016-02-26 00:00:00.0,6260.0000,Meyer Najem Construction,0,0,0,false,50,0,0,none,0,3,Hughes
906747,7,won,0,0,74,0,0,0,0,0,2016-01-07 14:15:38.283,2016-01-07 14:15:38.283,2016-03-28 00:00:00.0,2016-05-16 00:00:00.0,7600.0000,Faith Group LLC,0,0,0,false,130,0,81,Commit,0,3,Reyna
906551,7,won,0,0,0,14,33,0,0,0,2016-01-07 08:56:25.723,2016-01-07 08:56:25.723,2016-01-31 00:00:00.0,2016-04-04 00:00:00.0,4730.0000,KHS&S,0,0,0,false,88,0,76,none,0,3,Reyna
906125,7,won,0,0,1,1,5,0,0,0,2016-01-06 10:35:15.37,2016-01-06 10:35:15.37,2016-01-31 00:00:00.0,2016-01-22 00:00:00.0,4940.0000,Gibbs Construction,0,0,0,false,16,0,0,none,0,3,Hughes
906043,7,won,0,0,1,0,0,0,0,0,2016-01-06 09:18:10.89,2016-01-06 09:18:10.89,2016-01-31 00:00:00.0,2016-01-07 00:00:00.0,2240.0000,Sverdrup Engineering Services,0,0,0,false,1,0,0,none,0,1,
905867,7,won,0,0,0,0,6,0,0,0,2016-01-05 15:09:06.377,2016-01-05 15:09:06.377,2016-01-31 00:00:00.0,2016-02-26 00:00:00.0,2940.0000,Universal Construction Co. Inc,0,0,0,false,52,0,0,none,0,2,Hughes
905391,11,lost,0,0,0,0,0,0,0,126,2016-01-04 12:36:04.193,2016-01-04 12:36:04.193,2016-01-31 00:00:00.0,2016-05-30 00:00:00.0,46000.0000,Guarantee Electrical,0,0,0,false,147,0,0,none,0,0,Hughes
904150,7,won,0,0,0,0,0,0,0,0,2015-12-29 16:16:43.633,2015-12-29 16:16:43.633,,2015-12-30 00:00:00.0,12540.0000,"Ecotech refrigeration & hvac, Inc.",0,0,0,false,1,0,0,none,31-100,3,Cornish
903145,7,won,0,0,0,0,0,0,0,0,2015-12-22 22:00:45.76,2015-12-22 22:00:45.76,,2016-01-06 00:00:00.0,10000.0000,Alberici Constructors Scoping and Implementation Planning,0,0,0,false,15,0,0,none,1001+,3,Cornish
902641,7,won,0,0,1,19,30,0,0,0,2015-12-22 10:43:09.063,2015-12-22 10:43:09.063,,2016-02-26 00:00:00.0,15680.0000,O'Donnell & Naccarato,0,0,0,false,66,0,0,none,0,3,Hughes
902313,7,won,0,0,0,0,0,0,0,0,2015-12-21 12:28:02.487,2015-12-21 12:28:02.487,,2015-12-21 00:00:00.0,15540.0000,"VMDO Architects, P.C.",0,0,0,false,0,0,0,none,0,0,Veeravalli
